Year,Country,Industry,AI_Tool,Adoption_Rate,Daily_Active_Users,Company_Size,Age_Group
2026,India,Finance,Claude,27.14,31847,Large,56+
2025,UK,Education,ChatGPT,83.96,78601,Large,18-25
2024,Australia,IT,GitHub Copilot,14.35,76129,Large,36-45
2025,USA,Healthcare,ChatGPT,7.91,52240,Large,46-55
2025,Canada,Retail,ChatGPT,12.95,55036,Small,56+
2025,UK,IT,ChatGPT,81.11,26278,Small,26-35
2025,Australia,Healthcare,ChatGPT,63.61,99523,Large,36-45
2026,Australia,Education,GitHub Copilot,91.2,67850,Small,36-45
2026,USA,Finance,Perplexity,35.27,8100,Large,36-45
2023,Germany,Retail,ChatGPT,24.14,8165,Medium,18-25
2024,Australia,Education,Claude,55.58,62504,Medium,26-35
2025,Germany,Healthcare,GitHub Copilot,53.4,1185,Large,56+
2023,Australia,Retail,Perplexity,58.19,49425,Small,36-45
2023,USA,IT,ChatGPT,36.28,69168,Large,26-35
2023,India,Manufacturing,Perplexity,5.53,62163,Small,46-55
2026,USA,Finance,Claude,8.15,17722,Medium,18-25
2025,USA,Healthcare,GitHub Copilot,64.74,64002,Small,36-45
2025,India,Finance,GitHub Copilot,52.09,4934,Large,26-35
2024,India,Retail,Perplexity,78.89,85833,Medium,26-35
2025,UK,Manufacturing,ChatGPT,32.04,12108,Medium,36-45
2025,Australia,Education,Gemini,78.39,78598,Small,26-35
2023,UK,Finance,GitHub Copilot,43.29,47329,Medium,26-35
2024,India,IT,Gemini,13.7,8112,Medium,56+
2025,Germany,Healthcare,GitHub Copilot,93.01,51225,Small,18-25
2026,Germany,IT,ChatGPT,51.07,85802,Medium,56+
2025,USA,Finance,ChatGPT,61.65,84264,Large,18-25
2023,Canada,Manufacturing,GitHub Copilot,65.37,9949,Small,18-25
2026,USA,Education,Perplexity,37.62,41472,Small,56+
2023,USA,Education,ChatGPT,72.28,13867,Small,36-45
2025,Canada,IT,ChatGPT,83.32,80747,Small,26-35
2026,Australia,Retail,Claude,39.85,40089,Large,46-55
2024,India,Retail,ChatGPT,64.13,40682,Small,56+
2024,Germany,Manufacturing,Claude,73.14,44470,Large,56+
2026,USA,Education,ChatGPT,22.11,45152,Small,36-45
2026,Canada,IT,ChatGPT,34.93,99527,Small,26-35
2023,UK,IT,Perplexity,14.79,45389,Medium,56+
2026,USA,IT,Perplexity,59.2,21665,Medium,46-55
2023,Germany,Finance,ChatGPT,77.08,53264,Large,26-35
2025,India,Manufacturing,GitHub Copilot,59.98,68225,Medium,56+
2023,USA,Retail,GitHub Copilot,21.18,50381,Small,56+
2026,USA,Retail,ChatGPT,54.17,58088,Large,18-25
2026,Australia,Finance,GitHub Copilot,80.14,75385,Medium,18-25
2025,Canada,Healthcare,ChatGPT,32.25,88319,Small,56+
2026,UK,Finance,Perplexity,79.94,70137,Medium,36-45
2026,UK,Manufacturing,Gemini,75.62,23523,Medium,18-25
2024,India,IT,Claude,6.96,84793,Medium,56+
2024,Germany,Finance,GitHub Copilot,26.55,84805,Medium,26-35
2025,India,IT,GitHub Copilot,53.86,88960,Small,46-55
2023,USA,Manufacturing,Perplexity,69.59,1806,Medium,18-25
2024,USA,Manufacturing,GitHub Copilot,84.25,51853,Large,56+
2023,UK,Education,ChatGPT,62.69,93855,Large,18-25
2026,Germany,IT,ChatGPT,39.23,41434,Medium,26-35
2024,Canada,Retail,Gemini,21.62,67248,Large,36-45
2025,Germany,Finance,Gemini,73.4,82474,Medium,56+
2025,USA,Manufacturing,Gemini,23.61,96063,Small,26-35
2025,Canada,IT,ChatGPT,67.59,50727,Small,46-55
2024,Germany,Healthcare,Gemini,21.31,15646,Large,56+
2023,Germany,Education,Gemini,13.19,48835,Large,46-55
2026,Canada,Healthcare,ChatGPT,27.6,74681,Medium,36-45
2023,USA,Manufacturing,Perplexity,30.64,25399,Medium,56+
2023,Germany,Healthcare,GitHub Copilot,63.25,67027,Medium,56+
2026,Canada,Healthcare,Claude,19.48,43447,Small,26-35
2026,Australia,Education,ChatGPT,88.73,41321,Medium,18-25
2024,Australia,Education,ChatGPT,54.89,40876,Small,56+
2024,USA,Education,Claude,49.18,98303,Large,36-45
2024,Canada,Education,Claude,44.12,16048,Small,56+
2024,Australia,Healthcare,Gemini,55.99,25218,Large,56+
2024,Canada,Retail,Claude,7.02,79793,Small,56+
2026,Germany,Retail,GitHub Copilot,94.11,17121,Small,56+
2023,USA,Education,GitHub Copilot,55.18,73992,Medium,36-45
2024,Australia,Finance,GitHub Copilot,8.17,58064,Large,26-35
2024,Germany,IT,GitHub Copilot,58.1,48315,Small,18-25
2023,India,Manufacturing,GitHub Copilot,44.34,1323,Small,36-45
2024,India,Finance,Gemini,7.16,36210,Large,36-45
2023,USA,Manufacturing,ChatGPT,88.2,90262,Small,46-55
2023,Australia,Finance,Claude,5.95,96553,Large,18-25
2026,Australia,Finance,ChatGPT,57.01,21626,Large,26-35
2025,Australia,Retail,Claude,91.56,74492,Large,26-35
2026,Canada,IT,Gemini,26.38,38929,Small,46-55
2025,Germany,Finance,Gemini,27.88,79168,Small,46-55
2025,Australia,Education,Perplexity,5.04,51962,Medium,36-45
2025,Germany,Manufacturing,Perplexity,10.97,86381,Large,26-35
2024,USA,Retail,Gemini,9.04,20436,Small,26-35
2026,Australia,Manufacturing,Gemini,79.04,30896,Small,26-35
2025,USA,Education,Claude,80.31,27267,Large,36-45
2023,Australia,Education,Gemini,70.4,66516,Large,26-35
2024,India,Finance,ChatGPT,36.75,16918,Large,56+
2026,UK,Education,Claude,78.91,38992,Medium,46-55
2025,USA,IT,Gemini,53.58,24588,Medium,46-55
2023,Australia,Education,Claude,32.39,38052,Medium,46-55
2026,UK,Finance,Claude,44.35,84004,Large,46-55
2026,USA,Manufacturing,GitHub Copilot,10.92,94664,Small,56+
2024,Canada,Education,Perplexity,90.04,13323,Large,18-25
2026,Australia,Retail,Claude,60.72,61557,Small,26-35
2024,Canada,Retail,Claude,70.81,97031,Medium,46-55
2025,India,Retail,GitHub Copilot,65.89,30361,Medium,26-35
2024,Australia,Manufacturing,Gemini,65.1,60066,Medium,26-35
2023,India,Healthcare,Claude,6.55,75620,Small,56+
2024,UK,Retail,GitHub Copilot,52.28,68434,Small,26-35
2023,USA,Retail,ChatGPT,78.95,7703,Large,46-55
2024,Germany,Healthcare,GitHub Copilot,9.01,77340,Large,26-35
2026,India,Manufacturing,Perplexity,91.05,34361,Large,56+
2025,Germany,Retail,Perplexity,43.17,15807,Medium,46-55
2023,Germany,Finance,Gemini,31.09,18109,Large,56+
2024,USA,Manufacturing,Gemini,52.86,59863,Medium,36-45
2024,UK,Retail,Perplexity,77.11,52269,Small,18-25
2024,USA,Retail,Perplexity,47.73,18331,Medium,26-35
2026,Australia,Healthcare,Claude,63.06,3346,Medium,26-35
2026,India,Finance,Perplexity,49.99,58982,Medium,26-35
2023,Germany,Manufacturing,Gemini,61.81,29925,Small,36-45
2023,USA,Education,Perplexity,17.42,16025,Small,18-25
2026,USA,IT,Gemini,8.48,1416,Large,56+
2023,USA,Finance,ChatGPT,17.32,59163,Large,36-45
2025,India,Education,Perplexity,30.73,83970,Large,36-45
2025,UK,Finance,Gemini,27.8,96708,Small,46-55
2026,USA,Education,GitHub Copilot,60.37,2126,Small,36-45
2023,India,Education,Claude,46.03,67183,Small,36-45
2024,Germany,Finance,Gemini,8.49,15389,Small,26-35
2025,Australia,Healthcare,Perplexity,8.14,48986,Small,46-55
2026,Canada,Finance,Perplexity,13.15,65120,Medium,56+
2023,India,Finance,ChatGPT,36.78,39379,Large,18-25
2026,Canada,Education,GitHub Copilot,5.56,87805,Medium,56+
2024,USA,IT,Gemini,49.46,85743,Large,46-55
2025,USA,Education,GitHub Copilot,37.46,99927,Medium,26-35
2026,India,Retail,ChatGPT,54.99,27379,Small,18-25
2026,Canada,Finance,Claude,69.87,18456,Large,56+
2026,USA,Manufacturing,GitHub Copilot,27.59,62635,Medium,18-25
2024,Germany,Finance,ChatGPT,19.14,65300,Large,18-25
2026,UK,Healthcare,Gemini,30.02,30143,Small,18-25
2024,UK,Manufacturing,Claude,5.16,95602,Small,36-45
2024,USA,Education,Perplexity,15.8,12895,Large,46-55
2024,Canada,Healthcare,ChatGPT,72.57,82636,Large,46-55
2025,Australia,Finance,Perplexity,25.05,86535,Small,26-35
2025,USA,Education,Claude,94.49,87211,Small,56+
2026,Australia,Education,ChatGPT,20.1,61613,Small,26-35
2026,Australia,Retail,ChatGPT,75.99,22258,Medium,56+
2025,Canada,Retail,Claude,68.45,48730,Large,18-25
2023,Australia,IT,Gemini,33.99,19105,Small,56+
2025,Germany,Retail,ChatGPT,34.77,84113,Large,56+
2024,Canada,Manufacturing,Claude,55.72,85196,Medium,18-25
2025,USA,Education,GitHub Copilot,81.71,91344,Medium,26-35
2024,Germany,Retail,Perplexity,39.76,40352,Small,56+
2026,India,IT,ChatGPT,10.51,45276,Large,26-35
2023,UK,Finance,GitHub Copilot,38.7,85590,Medium,26-35
2026,USA,Manufacturing,ChatGPT,23.66,96271,Large,46-55
2024,USA,Retail,Gemini,89.53,84166,Large,18-25
2024,USA,Education,Claude,67.75,805,Small,18-25
2024,Germany,Finance,ChatGPT,9.57,51610,Medium,36-45
2023,India,Education,Claude,31.37,46393,Medium,26-35
2025,Canada,Finance,ChatGPT,9.52,92682,Medium,36-45
2026,India,Manufacturing,Gemini,79.7,44520,Large,18-25
2026,Germany,Education,Gemini,86.57,20252,Medium,18-25
2025,USA,Retail,GitHub Copilot,15.11,97491,Medium,36-45
2026,UK,Retail,Gemini,44.63,59378,Large,18-25
2023,USA,IT,Claude,88.87,55230,Medium,18-25
2026,Canada,Finance,Gemini,18.07,67955,Medium,46-55
2024,Australia,IT,ChatGPT,31.27,60316,Large,56+
2025,UK,Healthcare,Gemini,32.38,73799,Medium,46-55
2023,USA,Retail,Claude,7.71,87241,Small,56+
2025,UK,Finance,ChatGPT,8.26,309,Large,46-55
2023,Australia,Manufacturing,GitHub Copilot,90.75,4934,Medium,46-55
2024,India,IT,GitHub Copilot,56.4,31612,Small,26-35
2025,Germany,Manufacturing,GitHub Copilot,32.6,62585,Large,36-45
2026,USA,Manufacturing,ChatGPT,39.08,52059,Medium,46-55
2023,Canada,Manufacturing,GitHub Copilot,69.34,78082,Large,26-35
2025,India,IT,Gemini,37.99,69598,Small,46-55
2026,USA,Healthcare,ChatGPT,25.5,13128,Large,36-45
2025,India,IT,ChatGPT,14.17,51642,Medium,26-35
2025,Canada,Education,ChatGPT,70.6,22003,Small,56+
2025,USA,Retail,Perplexity,21.25,11817,Large,36-45
2023,Australia,IT,Claude,11.27,30645,Medium,18-25
2026,Australia,IT,Perplexity,43.43,35312,Medium,26-35
2024,Canada,Healthcare,Perplexity,8.56,41200,Small,18-25
2023,UK,Education,Perplexity,91.85,57735,Small,26-35
2023,Canada,IT,Claude,61.46,52116,Large,56+
2023,UK,Retail,Perplexity,18.74,35475,Medium,26-35
2024,USA,Retail,GitHub Copilot,20.52,20420,Small,46-55
2026,UK,IT,ChatGPT,56.28,19401,Medium,18-25
2026,USA,Manufacturing,ChatGPT,37.09,51470,Large,18-25
2026,USA,Manufacturing,Gemini,74.68,83817,Small,26-35
2025,Germany,Education,GitHub Copilot,54.12,9268,Large,46-55
2025,USA,Retail,Claude,44.0,68209,Large,46-55
2025,UK,Manufacturing,ChatGPT,91.67,19073,Small,26-35
2024,Germany,Retail,Perplexity,40.17,36151,Large,36-45
2025,Germany,Education,Gemini,41.05,42859,Medium,56+
2024,USA,Education,Gemini,64.92,86437,Small,26-35
2026,Canada,Manufacturing,ChatGPT,77.85,94280,Medium,46-55
2025,Canada,IT,GitHub Copilot,61.36,93159,Large,56+
2025,Australia,Finance,Gemini,67.87,99117,Small,26-35
2023,Germany,Healthcare,ChatGPT,38.56,84443,Medium,56+
2024,USA,Finance,GitHub Copilot,48.15,67526,Medium,36-45
2026,Canada,Finance,ChatGPT,22.73,20051,Medium,46-55
2023,USA,Retail,ChatGPT,66.22,71011,Medium,36-45
2023,USA,Education,GitHub Copilot,24.93,31405,Medium,36-45
2026,Germany,Retail,GitHub Copilot,5.11,81215,Large,46-55
2023,Australia,Manufacturing,GitHub Copilot,89.04,75506,Large,36-45
2024,Germany,Healthcare,ChatGPT,32.54,84167,Large,26-35
2024,India,Manufacturing,Gemini,22.7,9209,Large,26-35
2025,Canada,IT,Claude,29.13,26942,Large,56+
2023,Canada,Healthcare,Claude,34.74,10816,Large,26-35
2025,Canada,Retail,ChatGPT,47.71,83826,Large,26-35
2023,UK,Retail,ChatGPT,11.24,48685,Medium,56+
2024,USA,Manufacturing,Gemini,9.74,98069,Large,18-25
2024,Germany,Retail,GitHub Copilot,31.36,90840,Medium,46-55
2024,Canada,Retail,ChatGPT,31.62,46508,Small,26-35
2023,India,Finance,Perplexity,15.59,36630,Large,56+
2024,Canada,IT,GitHub Copilot,41.43,92020,Medium,36-45
2023,Australia,Finance,ChatGPT,30.56,65485,Small,36-45
2025,USA,Retail,Perplexity,7.34,59830,Small,26-35
2023,USA,Education,Gemini,84.71,75723,Medium,46-55
2025,Germany,Finance,Perplexity,84.74,77758,Medium,56+
2023,UK,Retail,ChatGPT,23.83,30998,Medium,56+
2025,Germany,Retail,Claude,19.66,64008,Large,56+
2024,Canada,IT,ChatGPT,54.26,81477,Small,56+
2025,Australia,Manufacturing,Claude,61.77,91218,Large,56+
2024,India,Healthcare,Gemini,91.18,57492,Large,46-55
2024,Germany,Finance,Gemini,38.96,75678,Large,56+
2025,UK,Finance,GitHub Copilot,60.64,26605,Small,46-55
2023,Germany,Finance,GitHub Copilot,84.04,88930,Small,46-55
2023,USA,Retail,Claude,45.5,6273,Small,46-55
2026,Canada,IT,Claude,16.01,84152,Medium,36-45
2023,Canada,Retail,Gemini,38.97,7032,Large,18-25
2026,Canada,Retail,Perplexity,17.29,83545,Medium,26-35
2023,Canada,Manufacturing,Claude,6.5,30341,Medium,36-45
2023,Canada,Education,Claude,72.64,16812,Large,18-25
2024,Canada,IT,Perplexity,26.46,68293,Small,36-45
2026,India,Finance,GitHub Copilot,5.18,29205,Large,46-55
2023,UK,Healthcare,GitHub Copilot,83.52,30482,Medium,46-55
2026,Canada,Finance,Claude,44.94,87992,Small,56+
2024,UK,Retail,GitHub Copilot,26.5,54620,Small,46-55
2024,Australia,IT,GitHub Copilot,28.65,19689,Medium,36-45
2026,Canada,IT,GitHub Copilot,26.65,39701,Small,26-35
2024,Germany,IT,Gemini,22.51,89552,Small,46-55
2025,Canada,Education,ChatGPT,80.71,40775,Large,18-25
2025,USA,Finance,Claude,20.33,34466,Large,36-45
2024,India,Education,Claude,55.57,3951,Medium,18-25
2025,Germany,Manufacturing,Gemini,11.96,92684,Medium,56+
2023,Germany,Healthcare,ChatGPT,90.46,7682,Medium,56+
2026,USA,Manufacturing,ChatGPT,59.3,40691,Small,26-35
2023,Canada,Retail,Gemini,86.28,70243,Medium,36-45
2026,India,Education,Perplexity,40.81,5607,Large,26-35
2024,Germany,Education,Perplexity,77.96,6034,Small,18-25
2023,India,Manufacturing,ChatGPT,81.83,42071,Medium,26-35
2024,Germany,Retail,Perplexity,68.27,87588,Small,18-25
2024,Canada,IT,Perplexity,13.37,4759,Small,26-35
2026,Australia,Retail,Perplexity,6.45,4498,Small,56+
2026,Germany,Finance,ChatGPT,20.17,6342,Medium,36-45
2026,Australia,Manufacturing,Perplexity,15.63,28720,Small,26-35
2023,Germany,Retail,Claude,70.26,91541,Small,18-25
2025,UK,IT,ChatGPT,55.13,10896,Small,36-45
2026,Canada,Retail,Gemini,52.34,47245,Large,56+
2026,USA,Education,Perplexity,27.76,47643,Medium,56+
2023,Australia,Healthcare,GitHub Copilot,18.91,63914,Large,46-55
2026,USA,Education,ChatGPT,23.59,51275,Small,36-45
2023,Canada,Healthcare,Gemini,41.02,37375,Small,26-35
2024,USA,Retail,Claude,71.61,14037,Large,56+
2026,Canada,Finance,Gemini,27.91,97167,Small,26-35
2026,USA,Retail,Perplexity,67.88,19669,Large,26-35
2024,Australia,IT,GitHub Copilot,49.24,62047,Small,18-25
2024,UK,Retail,Perplexity,84.69,12443,Small,26-35
2024,USA,Healthcare,Gemini,25.96,56975,Small,46-55
2026,Australia,Education,ChatGPT,45.58,46903,Small,36-45
2025,Germany,Finance,GitHub Copilot,13.7,64963,Medium,36-45
2025,Canada,Retail,GitHub Copilot,35.16,64940,Medium,18-25
2025,India,Retail,Gemini,50.62,60037,Medium,46-55
2026,India,Education,Perplexity,70.95,77169,Large,46-55
2024,Canada,Finance,Gemini,22.83,49447,Large,36-45
2026,UK,Manufacturing,GitHub Copilot,24.63,31232,Large,46-55
2024,USA,Retail,Gemini,61.84,31456,Large,56+
2026,UK,Retail,GitHub Copilot,39.42,15538,Medium,26-35
2026,India,Manufacturing,Perplexity,48.39,26466,Large,26-35
2024,Australia,Healthcare,ChatGPT,80.25,79604,Large,36-45
2025,Canada,Healthcare,ChatGPT,49.92,17590,Large,36-45
2024,Canada,IT,Gemini,63.72,19273,Small,46-55
2023,UK,Education,GitHub Copilot,64.11,10476,Large,18-25
2023,Australia,Finance,ChatGPT,77.33,90750,Small,36-45
2024,UK,Retail,GitHub Copilot,62.43,86804,Large,36-45
2026,USA,Retail,Perplexity,10.83,66354,Large,36-45
2023,Germany,IT,Gemini,35.8,36863,Small,46-55
2023,Australia,Retail,GitHub Copilot,94.04,65941,Large,56+
2026,Germany,Education,Gemini,22.69,87450,Small,36-45
2026,USA,IT,GitHub Copilot,57.81,41447,Large,56+
2025,Germany,Education,GitHub Copilot,80.86,41784,Large,46-55
2026,India,IT,Perplexity,57.79,30811,Small,18-25
2024,Germany,Retail,Gemini,38.5,14277,Medium,26-35
2024,USA,IT,Claude,12.22,46070,Small,26-35
2025,Germany,Healthcare,GitHub Copilot,37.55,24670,Medium,26-35
2023,Canada,Finance,GitHub Copilot,21.39,35464,Small,26-35
2023,UK,Retail,ChatGPT,91.48,47709,Medium,46-55
2026,India,Manufacturing,Gemini,69.35,18919,Large,26-35
2024,Canada,Finance,Claude,72.44,57622,Medium,46-55
2023,Canada,Retail,Perplexity,44.24,31491,Large,18-25
2025,USA,Finance,Claude,14.9,15888,Small,36-45
2025,UK,Healthcare,Perplexity,29.0,51155,Medium,36-45
2024,UK,Finance,Claude,28.37,75532,Large,36-45
2025,Australia,IT,Claude,48.81,86195,Small,46-55
2025,India,Finance,Gemini,46.49,23665,Medium,46-55
2024,USA,Retail,ChatGPT,44.01,86562,Large,46-55
2026,India,Manufacturing,Claude,49.64,62305,Medium,18-25
2026,Australia,Manufacturing,GitHub Copilot,93.83,13476,Medium,56+
2025,Germany,Education,GitHub Copilot,31.85,21975,Large,46-55
2026,Canada,Finance,GitHub Copilot,60.37,47706,Large,46-55
2026,India,Manufacturing,ChatGPT,26.56,78493,Small,36-45
2025,Canada,Finance,Claude,46.99,63096,Large,26-35
2026,USA,Manufacturing,Perplexity,23.0,1383,Large,26-35
2025,Germany,Finance,Perplexity,55.24,80556,Medium,18-25
2023,USA,Retail,Gemini,28.85,65883,Large,26-35
2024,Germany,Finance,ChatGPT,8.31,96482,Medium,56+
2024,Germany,Retail,Claude,78.37,72278,Medium,36-45
2026,Canada,Retail,GitHub Copilot,16.54,63633,Large,18-25
2026,USA,Education,ChatGPT,38.12,17465,Large,26-35
2026,USA,Manufacturing,ChatGPT,47.95,18049,Large,26-35
2024,India,IT,Claude,43.92,33603,Large,36-45
2023,USA,Retail,Gemini,70.31,76487,Small,18-25
2023,India,Manufacturing,Gemini,58.71,80042,Medium,36-45
2024,UK,Healthcare,Gemini,31.58,15028,Small,18-25
2023,UK,Finance,GitHub Copilot,9.65,16932,Small,26-35
2024,UK,Healthcare,GitHub Copilot,74.08,7634,Medium,36-45
2023,Australia,Finance,Claude,36.73,1935,Small,36-45
2025,USA,Education,Gemini,85.08,70351,Large,56+
2025,Australia,Retail,Claude,40.56,33481,Large,36-45
2024,USA,IT,Gemini,69.59,88254,Large,18-25
2023,India,Retail,ChatGPT,89.56,54880,Large,56+
2026,Australia,Finance,Perplexity,63.6,66512,Medium,36-45
2023,Australia,IT,Perplexity,42.21,9425,Large,36-45
2025,Australia,Retail,Gemini,56.07,29546,Medium,56+
2025,Germany,IT,Claude,53.91,99075,Medium,26-35
2023,India,Finance,GitHub Copilot,57.63,67266,Medium,36-45
2023,UK,Education,Gemini,18.21,60762,Medium,46-55
2026,India,Education,Gemini,67.87,98764,Small,26-35
2026,Germany,Retail,GitHub Copilot,18.05,80349,Small,36-45
2023,USA,Healthcare,Gemini,6.32,56625,Large,26-35
2023,India,Finance,ChatGPT,61.23,10684,Medium,18-25
2023,Australia,Retail,GitHub Copilot,15.52,4001,Large,26-35
2023,UK,Retail,ChatGPT,74.34,56303,Large,56+
2024,UK,Education,Perplexity,82.94,82086,Large,36-45
2023,USA,IT,GitHub Copilot,90.03,93246,Large,26-35
2026,India,Finance,GitHub Copilot,64.8,87697,Medium,46-55
2025,Germany,IT,Claude,48.38,80950,Medium,18-25
2024,USA,Manufacturing,Claude,36.71,2190,Small,18-25
2023,India,Manufacturing,GitHub Copilot,49.18,26952,Medium,26-35
2025,Canada,Finance,Perplexity,22.13,22554,Medium,56+
2024,UK,Healthcare,Gemini,36.36,55184,Large,18-25
2025,Germany,Manufacturing,Claude,69.61,77343,Medium,26-35
2023,Australia,Education,Perplexity,24.57,58666,Large,26-35
2023,Germany,Healthcare,Perplexity,28.77,59988,Medium,18-25
2026,Australia,Retail,Claude,72.44,97203,Small,26-35
2023,Germany,Manufacturing,Gemini,21.01,33923,Large,26-35
2023,UK,Education,Claude,27.13,32107,Medium,46-55
2024,Australia,Retail,Perplexity,6.58,14241,Medium,26-35
2026,India,Healthcare,ChatGPT,69.8,12846,Large,26-35
2024,Australia,Finance,Claude,60.61,3447,Small,56+
2025,USA,Retail,Perplexity,67.49,9461,Small,18-25
2023,India,IT,Claude,24.29,4201,Medium,56+
2025,USA,Finance,Perplexity,66.86,48195,Medium,36-45
2024,Germany,Finance,Gemini,58.67,41553,Medium,56+
2023,India,Healthcare,Perplexity,37.95,32768,Large,36-45
2023,Germany,Healthcare,GitHub Copilot,44.4,95246,Large,36-45
2024,Canada,Education,ChatGPT,56.11,17847,Large,56+
2024,Germany,Education,Perplexity,49.4,15109,Medium,46-55
2024,Germany,IT,Claude,62.76,89287,Small,56+
2024,USA,Finance,Claude,21.29,1156,Large,18-25
2024,Australia,IT,Perplexity,53.66,33010,Small,56+
2023,Canada,IT,GitHub Copilot,45.53,77143,Medium,46-55
2024,Germany,Healthcare,Perplexity,46.49,21315,Large,56+
2023,Germany,IT,Gemini,47.24,92985,Large,46-55
2023,Canada,IT,GitHub Copilot,84.33,57051,Large,18-25
2024,Canada,Retail,Perplexity,78.68,30475,Medium,26-35
2024,India,Education,ChatGPT,61.66,10176,Medium,46-55
2026,USA,Education,GitHub Copilot,69.48,35349,Medium,46-55
2023,Canada,Finance,Perplexity,8.85,75718,Small,46-55
2024,Canada,Education,ChatGPT,71.96,40764,Small,18-25
2024,UK,Manufacturing,Perplexity,48.75,85145,Large,36-45
2024,Australia,Finance,Gemini,33.6,58385,Large,46-55
2026,Canada,Retail,Claude,17.58,59059,Medium,18-25
2026,USA,Education,Perplexity,11.77,72686,Medium,26-35
2025,Australia,Retail,GitHub Copilot,9.04,38879,Medium,46-55
2023,Australia,Education,Perplexity,19.56,59412,Large,36-45
2025,Germany,Education,Perplexity,7.71,48198,Medium,18-25
2024,Germany,Retail,Perplexity,70.94,11514,Small,26-35
2026,Germany,IT,Perplexity,27.38,37018,Small,36-45
2026,Germany,IT,GitHub Copilot,38.19,15976,Large,26-35
2025,UK,IT,GitHub Copilot,79.04,72640,Large,36-45
2026,Canada,Manufacturing,Perplexity,15.32,9298,Small,56+
2024,Germany,IT,Claude,80.2,93402,Medium,56+
2026,India,Education,Perplexity,62.56,99624,Large,56+
2025,Germany,Healthcare,GitHub Copilot,35.78,37529,Large,26-35
2024,Canada,Retail,Gemini,15.6,67433,Large,56+
2025,Germany,Healthcare,Perplexity,13.23,78801,Small,18-25
2026,UK,Manufacturing,Perplexity,35.2,84891,Large,18-25
2025,USA,Healthcare,Perplexity,17.63,70248,Small,56+
2025,USA,Finance,Perplexity,29.09,53009,Small,36-45
2023,Canada,IT,ChatGPT,9.77,51284,Medium,36-45
2026,USA,Manufacturing,Perplexity,58.55,60654,Medium,26-35
2026,USA,Education,GitHub Copilot,18.07,90916,Medium,36-45
2025,India,IT,GitHub Copilot,73.11,31628,Large,46-55
2023,Canada,IT,ChatGPT,24.64,10383,Small,36-45
2026,Canada,Healthcare,Perplexity,76.82,5053,Large,18-25
2024,USA,Finance,Claude,22.09,86334,Small,36-45
2025,USA,IT,Perplexity,69.92,53915,Large,26-35
2026,USA,Retail,GitHub Copilot,34.98,59221,Small,36-45
2024,Australia,Retail,Gemini,57.48,39919,Medium,26-35
2026,UK,IT,Gemini,8.48,22116,Medium,46-55
2024,Germany,Healthcare,Claude,49.57,13348,Large,56+
2025,UK,Healthcare,Perplexity,18.38,17376,Small,46-55
2026,Canada,Education,ChatGPT,48.77,96644,Medium,18-25
2026,India,Manufacturing,Perplexity,17.72,97849,Small,46-55
2023,Germany,Manufacturing,Claude,44.34,17455,Large,46-55
2025,India,Manufacturing,Claude,14.96,82122,Medium,18-25
2024,Australia,Finance,Claude,24.8,80775,Large,18-25
2026,Canada,Healthcare,Gemini,58.56,48376,Large,56+
2026,Australia,Education,Perplexity,92.9,58551,Small,56+
2024,Canada,Retail,Perplexity,45.43,21629,Large,36-45
2025,India,Manufacturing,ChatGPT,66.85,36114,Large,26-35
2023,India,Retail,Claude,53.55,20196,Small,18-25
2023,India,Retail,Claude,49.85,95753,Small,46-55
2026,Canada,IT,GitHub Copilot,10.82,46833,Large,46-55
2024,USA,Finance,GitHub Copilot,17.99,3517,Medium,56+
2026,India,Education,Gemini,84.48,72081,Medium,26-35
2024,Australia,Finance,Perplexity,41.91,71053,Small,18-25
2023,Germany,IT,ChatGPT,60.29,15594,Large,56+
2025,Canada,Education,ChatGPT,52.54,13402,Medium,26-35
2024,Australia,Education,Claude,39.1,55769,Small,18-25
2023,UK,Healthcare,ChatGPT,39.9,36527,Small,46-55
2026,UK,Finance,Claude,54.99,62370,Small,46-55
2024,Germany,Finance,Perplexity,17.7,58363,Large,56+
2025,USA,Healthcare,ChatGPT,39.85,40374,Small,26-35
2026,India,Retail,Claude,45.23,97734,Medium,46-55
2026,Canada,IT,Perplexity,93.66,28903,Large,26-35
2023,Australia,Finance,Perplexity,36.63,29264,Medium,56+
2024,India,Healthcare,Claude,63.01,38541,Medium,36-45
2026,Australia,Education,Claude,17.37,63427,Medium,26-35
2025,Canada,Manufacturing,Gemini,10.89,99199,Large,26-35
2024,UK,Healthcare,Perplexity,83.44,77025,Medium,56+
2025,India,Manufacturing,Claude,70.77,51135,Small,36-45
2026,Germany,Retail,Perplexity,33.57,13590,Small,46-55
2025,USA,IT,ChatGPT,50.41,6144,Medium,18-25
2023,Germany,Manufacturing,GitHub Copilot,17.22,41869,Small,56+
2025,USA,Retail,GitHub Copilot,68.64,27609,Large,18-25
2024,Australia,Manufacturing,Claude,11.33,27944,Large,36-45
2025,India,Education,Claude,73.13,62312,Small,36-45
2025,India,Education,Perplexity,54.22,21704,Small,26-35
2023,USA,Education,Claude,30.1,27660,Large,18-25
2025,UK,Education,Perplexity,82.63,66208,Medium,18-25
2025,Canada,Healthcare,Claude,93.75,1306,Large,36-45
2026,Germany,Education,Perplexity,27.89,78732,Medium,18-25
2026,Australia,Education,Claude,77.56,29650,Small,46-55
2024,Germany,Healthcare,Gemini,72.51,52332,Small,36-45
